,urls,authors,dates,headlines,contents
100,https://www.manilatimes.net/2021/02/03/news/latest-stories/comelec-mulls-shift-from-face-to-face-to-online-campaign-in-2022-polls/836620/,"William Depasupil, TMT","February 3, 2021",Comelec mulls shift from face-to-face to online campaign in 2022 polls,"ONLINE campaigning may be the new normal in the 2022 synchronized national and local elections amid coronavirus disease 2019 (Covid-19) pandemic, according to the Commission on Elections (Comelec). Comelec spokesman James Jimenez said on Wednesday the poll body was considering temporarily prohibiting  the traditional “face-to-face” campaign in the wake of uncertainties on the start of the implementation of the country’s vaccination program. The poll body, Jimenez added, has sounded the alarm to the Inter-Agency Task Force on Emerging Infectious Diseases (IATF) to discuss the matter. Jimenez said, however, that any changes in the method of campaigning on radio and television would also need a corresponding amendment on related existing elections laws. The start of the campaign period is determined by the Omnibus Election Code (OEC), which is 90 and 45 days for national and local candidates respectively.The OEC also limits campaign spending of candidates. On the other hand, Republic Act (RA) 9006 or the Fair Elections Act regulates the size of printed campaign materials and limits television and radio advertisements. The Comelec noted that with some 80 million Filipinos who need to be vaccinated, the implementation of the vaccination program could last up to 2024. Jimenez said that in the absence of a herd immunity, it would be in the best interest of  all concerned to temporarily ban face-to-face campaigns to control the spread of Covid-19. During the 2019 polls, the Comelec, for the first time in the country’s political history, monitored the social media expenses of candidates and political parties."
101,https://www.manilatimes.net/2021/02/03/news/latest-stories/4-metro-manila-hospitals-to-receive-pfizer-vaccines-in-feb-galvez/836619/,Keith Calayag,"February 3, 2021",4 Metro Manila hospitals to receive Pfizer vaccines in Feb–Galvez,"DOCTORS, nurses and other medical personnel from four hospitals in Metro Manila that treat coronavirus disease 2019 (Covid-19) patients will receive the initial doses of the vaccine from US pharmaceutical giant Pfizer, which will arrive in February. During the Laging Handa public briefing on Wednesday, Vaccine czar Carlito Galvez Jr. said about 58,000 health workers from the Philippine General Hospital (PGH), Jose N. Rodriguez Memorial Hospital and Sanitarium or Tala Hospital, Lung Center of the Philippines and the East Avenue Medical Center will be the beneficiaries of 117,000 Pfizer doses secured by the Philippine government through the Covax facility. Galvez said the medical frontliners will be inoculated two or three days after the arrival of the Pfizer vaccine which is expected by the second or third week. Galvez said other Covid-19 referral hospitals from Metro Manila, Cebu City and Davao City will also benefit from the initial doses of the Pfizer vaccines and those from AstraZeneca which is also expected to arrive in February. Galvez had announced that the Philippines will receive from 5.5 million to up to 9.2 million vaccines from AstraZeneca through the Covax facility. "
102,https://www.manilatimes.net/2021/02/02/news/latest-stories/ph-records-1583-new-cases-of-covid-19/836221/,Red Mendoza,"February 2, 2021","PH records 1,583 new cases of Covid-19","THE Philippines recorded 1,583 new cases of the coronavirus disease 2019 (Covid-19) on Tuesday, according to the Department of Health (DoH), pushing the total number of infections to 528,853. Total active cases have reached 30,368 from which 95 percent are mild, moderate and asymptomatic. Thirty-nine more individuals survived the disease, increasing overall recovery to 487,611, or 92.2 percent of the total number of infections. There are 10,874 people who have died, including 67 recorded on Tuesday. A total of 17,682 tests were conducted by the country’s Covid-19 laboratories, from which 997 returned positive, for a positivity rate of 5.6 percent."
103,https://www.manilatimes.net/2021/02/02/news/latest-stories/who-slams-critics-of-covid-19-origins-probe/835909/,Agence France-Presse,"February 2, 2021",WHO slams critics of Covid-19 origins probe,"GENEVA: The World Health Organization on Monday blasted critics of its investigation into the origins of the Covid-19 pandemic and challenged those claiming to know better to come forward with the smoking gun. A WHO investigative team is in Wuhan, China — where the first cases were discovered in December 2019 — trying to piece together how the virus jumped from animals to humans before going on to kill more than two million people. The UN agency’s emergencies director Michael Ryan hit out at those sniping at the mission, and said people claiming they have information on how the pandemic broke out should emerge from the shadows. Ryan said many critics were saying they “won’t accept the report when it comes out”, or that there is “other intelligence available that may show different findings” on how the virus broke out. “If you have the answers… please let us know,” Ryan told a press conference from the WHO’s headquarters in Geneva. He asked how responsible it was “to say you won’t accept a report before it’s even written? To say that you have intelligence that has not been provided?” The WHO mission comes with heavy political baggage — China refused the team access until mid-January and there are question marks over what the experts can hope to find, one year on. Beijing is keen to put the focus on its recovery from the outbreak. The team toured a propaganda exhibition celebrating China’s recovery from the pandemic in Wuhan on Saturday. Ryan was responding to a question which referenced new US Secretary of State Antony Blinken, who earlier Monday told NBC that China was falling “far short of the mark.” “China has to step up and make sure that it is being transparent, that it is providing information and sharing information, that it is giving access to international experts and inspectors,” Blinken said. “Its failure to do that is a real problem.” Ryan said the team in the field deserved international support, and in the meantime, “it’s time for people who say and think they have information to start providing it”. He added that all infectious disease investigations find information that then throws up further questions. “It’s a detective story,” he said. Peter Daszak (r), Vladimir G. Dedkov( l) and other members of the World Health Organization  team investigating the origins of the Covid-19 leave the Hubei Center for animal disease control and prevention in Wuhan, China’s central Hubei province on February 2, 2021. AFP PHOTO The expert team in Wuhan has now started investigations on the ground, notably visiting the Huanan seafood market where one of the first reported clusters of infections emerged, and the hospital where early patients were treated. Maria Van Kerkhove, the WHO’s technical lead on Covid-19, said the team would be visiting the Wuhan Institute of Virology. Former US president Donald Trump pushed an unsubstantiated theory that the virus escaped from the facility. The team are having “very productive discussions with Chinese counterparts, visiting different hospitals around Wuhan,” Van Kerkhove said. “They had a very good visit to the market, seeing first-hand the stalls and walking through.” Van Kerkhove said they had also met with counterparts from the Chinese Center for Disease Control and Prevention. “They will visit the Institute of Virology. That is being planned,” she added. Meanwhile WHO director-general Tedros Adhanom Ghebreyesus said it was “encouraging” that the global number of new coronavirus cases had fallen for the third week in a row. “It shows this virus can be controlled, even with the new variants in circulation,” he said. However, “we have been here before,” he warned. “Over the past year, there have been moments in almost all countries when cases declined, and governments opened up too quickly and individuals let down their guard, only for the virus to come roaring back.”"
104,https://www.manilatimes.net/2021/02/02/news/latest-stories/just-keep-faith-with-us-duterte-on-corruption-allegations-vs-govt/836184/,"Catherine S. Valente, TMT","February 2, 2021","‘Just keep faith with us,’ Duterte on corruption allegations vs govt","PRESIDENT Rodrigo Duterte has urged the public to keep their faith in his administration amid allegations of corruption in the government, particularly in the procurement of vaccines against the coronavirus disease 2019 (Covid-19). In his weekly public address aired over state-run PTV-4 on Monday evening, Duterte guaranteed that there were enough funds to pay for Covid-19 vaccines as he dismissed criticisms over the government’s rollout. He said the country’s “greatest disadvantage” was that it was not as rich as Western countries that have already pre-ordered 80 percent of the global vaccine supply, but assured that doses were forthcoming because “we have funds to pay for the vaccines”. He cited that the Asian Development Bank (ADB) and the World Bank have offered loans to pay for the vaccines that the government will buy. The government’s efforts to procure Covid-19 vaccines were once questioned due to the non-disclosure of actual prices of the vaccine. In Monday’s remarks, Duterte slammed critics claiming corruption in the government’s Covid-19 vaccine procurement anew, urging Filipinos not to believe in their false accusations. “Ang hingiin ko lang sana, patapusin mo lang ninyo lang kami (All I ask of you is for you to let us do our jobs first). If there is a liability in one, there will be a liability in all,” the President said. He told the public not to be “gullible” as to believe “talk about corruption left and right”. “It starts with a big bang and ends with a whimper. Wala naman napakulong ‘yang mga ‘yan (They have not sent anybody to prison),” he added. The President also promised to prove that vaccine procurement and rollout would be done “in accordance with the rule of law.” “I said, you have a choice, maniwala kayo sa kanila o maniwala kayo sa amin. Kung maniwala kayo sa kanila, go ahead (You can believe us or not. If you believe them, go ahead),” Duterte said. “Kung may maiwan na maniwala sa amin (If there will be those who will remain),  just keep faith with us. At the end of the day, you will see that everything has been done in accordance with the rule of law,” he added. The President likewise asked the public to trust that the country’s vaccine czar, Carlito Galvez Jr., would get vaccines for the Philippines. “Just stick with General Galvez. Huwag na kayong — huwag kayong lumipas sa kanya (Don’t overlook him) or ignore him and believe the others,” he said. Duterte also said that vaccine deals would not be final until it has been reviewed by Finance Secretary Carlos Dominguez 3rd. On Monday, Galvez said the country has secured 106 to 108 million doses of Covid-19 vaccines after he signed five term sheets with manufacturers. READ: PH close to securing 188M doses of Covid-19 vaccines The Philippines hopes to secure some 148 million doses, aside from the 40 million doses that will come from the World Health Organization-led Covax Facility, to inoculate an initial 50 to 70 million Filipinos this year. To date, there are 527,272 Covid-19 cases in the Philippines, 10,807 deaths, and 487,574 recoveries."
105,https://www.manilatimes.net/2021/02/02/news/latest-stories/sws-unemployment-hits-record-high-37-4-in-2020/836182/,"Catherine S. Valente, TMT","February 2, 2021",SWS: Unemployment hits record-high 37.4% in 2020,"JOBLESSNESS among adults in the country rose to its highest in eight years in 2020, according to the latest survey conducted by the Social Weather Stations (SWS) amid the coronavirus disease 2019 (Covid-19) pandemic. According to the poll conducted from November 21 to 25 among 1,500 respondents nationwide, SWS recorded the highest average unemployment rate since it started analyzing these figures, currently sitting at 37.4 percent. The average joblessness rate for 2020 was a 8.6-percentage point increase from the previous record of 28.8 percent in 2012 and the 19.8 percent recorded in 2019, or before the pandemic hit the country. In the latest SWS survey, joblessness was at 27.3 percent of the adult labor force, down by 12 points from the 39.5 percent in September 2020. “The estimated numbers of jobless adults are 12.7 million in November 2020 and 23.7 million in September 2020,” SWS said. “Joblessness was 17.5 percent in December 2019, the last measurement before the Covid-19 crisis began,” the polling firm added. SWS defines labor force as those 18 years and above and presently with a job, including those looking for a job. Adults who are jobless consists of those who voluntarily left their old jobs, are seeking jobs for the first time, or lost their jobs due to economic circumstances beyond their control. SWS estimated 12.7 million jobless adult Filipinos in November 2020, lower than the 23.7 million in September 2020. “The 12-point decline in the national joblessness rate was due to decreases of 33 points in the Visayas, 23 points in Mindanao, two points in Metro Manila, and one point in Balance Luzon,” SWS said. Adult joblessness fell sharply in the Visayas, from a record-high 52.0 percent in September 2020 to 19.1 percent in November 2020. It fell sharply in Mindanao, from 40.0 percent in September 2020 to 17.0 percent in November 2020. Adult joblessness fell slightly in Balance Luzon, from 33.5 percent in September 2020 to 32.7 percent in November 2020. It also fell slightly in Metro Manila, from 39.9 percent in September 2020 to 37.8 percent in November 2020. The fourth quarter 2020 SWS survey, conducted using face-to-face interviews, had sampling error margins of ±2.5 percent for national percentages, ±4 percent for Balance Luzon, and ±6 percent for Metro Manila, the Visayas, and Mindanao."
106,https://www.manilatimes.net/2021/02/02/business/business-top/goccs-p119-b-dividends-allocated-for-covid-efforts/836135/,Anna Leah E. Gonzales,"February 2, 2021",GOCCs’ P119-B dividends allocated for Covid efforts,"The Department of Finance (DoF) said a total of P119.1 billion or bulk of the P157-billion cash dividends remitted by government-owned and controlled corporations (GOCCs) in 2020 partly funded the Social Amelioration Program (SAP) to ease the economic impact of the coronavirus disease 2019 (Covid-19) pandemic on poorest households and vulnerable sectors. In a statement, the DoF’s Corporate Affairs Group (CAG) said the P156.97 billion in dividends remitted last year by 57 GOCCs to the Bureau of the Treasury (BTr) was the highest amount ever collected since the implementation of Republic Act (RA) 7656 or the “Dividends Law of 1994.” “This is also more than twice of the P69.17 billion dividend collection in 2019, inclusive of the dividend foregone. Without dividends foregone, cash remittances is P135.08 billion in 2020 and P52.59 billion in 2019,” the CAG headed by Finance Undersecretary Antonette Tionko said in a report to Finance Secretary Carlos Dominguez 3rd. Tionko said that P119.1 billion of the GOCCs’ dividend remittances contributed to the government’s unprogrammed revenues. “These GOCC dividends were primarily utilized  for the Social Amelioration Program, which provided emergency assistance to low-income families to help tide them over during the strict lockdowns imposed earlier last year to curb the spread of Covid-19,” Tionko said. This year, Tionko said the CAG will continue to make sure that GOCCs will comply with ra 7856 and its implementing rules and regulations. She said the CAG was able to secure an agreement with the Governance Commission for GOCCs (GCG) in 2020 for the transfer of the web-based GOCC Debt Recording and Monitoring System (GDRAMS) to the DoF. This reporting system aims to streamline the data reporting process and facilitate the timely encoding and submission of the GOCCs of their debt reports, Tionko said. “GDRAMS will help in the analysis of GOCC debt and better manage the government’s financial exposure and strategy formulation,” Tionko said. She said the DoF will further enhance the GDRAMS and train GOCCs on the use of the system so it could be fully implemented this year."
107,https://www.manilatimes.net/2021/02/02/sports/gasly-becomes-latest-f1-driver-to-test-positive-for-covid-19/835982/,Agence France-Presse,"February 2, 2021",Gasly becomes latest F1 driver to test positive for Covid-19,"PARIS: French driver Pierre Gasly on Sunday (Monday in Manila) became the sixth Formula One driver to test positive for Covid-19 but insisted: “I’m feeling OK”. The 24-year-old AlphaTauri driver said he was self-isolating at home. “I wanted to let you know that I have tested positive for Covid-19. I have told everyone I have been in contact with during these last few days,” Gasly wrote in a statement on Twitter. “I am feeling OK and will continue to follow my training plan from home while I remain in isolation.” Gasly, who claimed a career first win at the Italian Grand Prix last season and finished 10th in the standings, is the latest star of the F1 grid to test positive in recent months. World champion Lewis Hamilton missed the Sakhir GP in Bahrain before returning for the season finale in Abu Dhabi. Earlier this month, Ferrari driver Charles Leclerc announced he had tested positive for Covid-19, two days after Formula One was forced to postpone two of this season’s Grands Prix in Australia and China. British McLaren driver Lando Norris tested positive while on holiday in Dubai after the conclusion of the 2020 season. Sergio Perez tested positive for the coronavirus and missed last season’s British Grand Prix. His Racing point teammate Lance Stroll had to sit out the Eifel Grand Prix in Germany because of the virus."
108,https://www.manilatimes.net/2021/01/31/news/world/mexican-president-hopeful-he-can-beat-covid/835379/,Agence France-Presse,"January 31, 2021",Mexican president hopeful he can beat Covid,"MEXICO CITY: Mexican President Andres Manuel Lopez Obrador said on Friday (Saturday in Manila) he was hopeful that he was through the worst of his coronavirus infection as he reappeared in a video message to the nation. Handout picture released by Mexico’s Presidency press office showing Mexico’s President Andres Manuel Lopez Obrador delivering a speach during the inauguration of the new facilities for the National Guard in San Luis Potosi, Mexico on January 24, 2021. (Photo by Handout / Mexican Presidency / AFP) / RESTRICTED TO EDITORIAL USE – MANDATORY CREDIT “AFP PHOTO / MEXICAN PRESIDENCY” – NO MARKETING NO ADVERTISING CAMPAIGNS – DISTRIBUTED AS A SERVICE TO CLIENTS “I still have Covid, but the doctors already tell me that the critical phase is passing,” said the 67-year-old from the National Palace, where he has his office and official residence. “Now I present myself to you so that there are no rumors,” he added in the video posted on social media. “I’m fine although I still have to rest,” he said in a steady voice. Dressed in a suit, tie and overcoat — but without a face mask — he is seen walking and talking for around 13 minutes through the National Palace. Lopez Obrador said he was working while in isolation, in particular on efforts to secure more vaccines for Mexico, which has one of the world’s highest Covid-19 death tolls at more than 156,000. The country began a mass immunization program on December 24 but like many nations it is struggling to acquire enough doses. Lopez Obrador said Mexico expected to receive six million doses from various manufacturers in February and 12 million in March, by when it hopes to have given a first shot to all older adults. The left-wing populist, who has a history of heart problems and hypertension, announced Sunday that he was undergoing treatment for Covid-19 but had mild symptoms. He joins other world leaders who have caught the virus, including former US president Donald Trump, Brazilian President Jair Bolsonaro, British Prime Minister Boris Johnson and French President Emmanuel Macron. The health ministry reported on Wednesday that Lopez Obrador had experienced brief episodes of low-grade fever and a slight headache. The Mexican leader has refused to wear a mask except on rare occasions during the pandemic. He was accused by critics of downplaying the risks of the virus early in the crisis and of being slow to impose a lockdown. Both new coronavirus infections and deaths have set daily records this month, leaving hospitals overwhelmed, particularly in Mexico City, which has been in a state of maximum alert since mid-December."
109,https://www.manilatimes.net/2021/01/31/weekly/the-sunday-times/cover-story/virtus-awards-keeps-silver-lining-in-sight-for-hotel-industry/835342/,"Iza Iglesias, TMT","January 31, 2021",Virtus Awards keeps silver lining in sight for hotel industry," The sudden shifts and slowdown of business due to the coronavirus (Covid-19) pandemic greatly affected the hospitality industry in 2020. According to the Department of Tourism (DoT), from January to November 2020, the country’s tourism receipts fell by 81 percent to P81.5 billion, a significant drop from P437.9 billion in the same period in 2019. International arrivals, meanwhile, also dropped by 82.4 percent to 1.3 million compared to the 7.4 million recorded from January to November in 2019. Outstanding Marketing Campaign winner Sofitel Philippine Plaza Manila Despite this major setback, the hotel and tourism industry continued to prove their resilience. The stakeholders explored ways to restart and offset the crisis’ impact on their sector. Adapting to survive In a press conference just before the end of 2020, the Hotel Sales and Marketing Association (HSMA) — a premier organization of sales and marketing leaders in the Philippine travel and tourism industry — assessed what the sector had to face the entire 2020 and shared some of the adjustment they adapted to survive. Champions of Resilience Marketing Communications, Chroma Hospitality “It brought out the best in us. There were times that we thought we can’t do it anymore because some of the hotels were closed for two months, we didn’t have a job that’s why my heart goes out to the people that really struggled,” recalled Christine Ann Ibarreta, President of HSMA Board for 2021-2022 and Group Director of Sales and Marketing of Golden Phoenix Hotels. Champion of Resilience Team, Luxent Hotel headed byGeneral Manager Melanie Pagkalinawan “In spite of the troubles we went through, we were together looking for business for each other. If my hotel was not open, I was there to help out other colleagues in the industry. We made our HSMA e-store where our member hotels can sell anything so that they would have a source of income. We also tried to share in terms of bookings,” Ibarreta continued. Ibarreta also recalled how they sealed partnership with Philippine Airlines that entailed them having a hospitality desk at the Terminal 2 of Philippine Airlines. “We were there to volunteer, we provided snacks, coffee to the arriving OFWs and balikbayans. We’re happy to be of service. It’s about bayanihan and the love for our job. I believe that after all of these, they will see that we really helped out each other, there’s love for our job and our dedication,” she added. Outstanding Sales and Marketing Manager winner PioSanchez, Senior Sales Manager of El Nido Resorts According to the organization, they were able to handle the difficult situation by collaborating hand in hand with the government sector. “This is a year of a stronger collaboration. The silver lining this year especially for the hotels in Metro Manila, as you know, is the OFWs and balikbayans. The government partnered with a lot of hotels to become quarantine hotels for Filipinos coming back home,” shared Pearl Maclang, Marco Polo Davao’s Director of Sales & Marketing and HSMA Director for Public Relations. “Without them, a lot of the hotels would have been in trouble and that’s what happened with the hotels outside National Capital Region because of the closure of the airports, stricter quarantine protocols and limited market,” Maclang added. Outstanding Sales and Marketing Associate winnerErika Denice Patajo, Events Executive of Okada Manila Maclang reiterated that a stronger collaboration of HSMA, Tourism Promotions Board and the Department of Tourism, allowed the group to stimulate the market to prepare for 2021. “Because to be honest, there’s nothing much we can do, it’s beyond our control. We must address all these changes that happened in 2020 a lot faster, more creative and resilient,” she continued. Throughout the year, hotels also had to update their operational infrastructure and steadily shift many of their platforms to new-age solutions. “Given we’re in a new situation, we can’t be stuck with the old ideas so we encouraged our hotels and resorts to rethink our business model and to adapt to market conviction so that we will have a better chance to survive 2021 and even succeed,” Ma. Celeste Romualdo, General Manager of The Linden Suites and HSMA’s Director for Membership. Finding solutions to thrive In the hopes of thriving this 2021, HSMA laid down several suggestions that they hope would help the industry. Two of them stood out, aligned rules and regulations for tourists and subsidized swab testing. Champion of Resilience Individual, Elena CecilleDaugdaug of Quest Cebu “The Department of Tourism is pushing the local government units to have a same requirements when it comes to rules and regulations. They should have an alignment meeting because they have different requirements per city,” Rose Libongco, HSMA co-founder and Virtus Awards Chair said. Ibarreta, meanwhile, suggested, “We have to thank Tourism Promotions Board COO Anthonette Velasco-Allones and Tourism Secretary Bernadette Romulo-Puyat because I think they’ve subsidized swab testing. For the special rate, it is now only for P1,500. But it will be a boost if tourist won’t have to pay for swab testing anymore.” Virtus Awards 2020 Looking at the bright side, the event also saw the annual Virtus Awards. Indeed, HSMA still found a way to recognize the most creative, productive and proactive hotel sales and marketing professionals who were more than resilient in the face of a pandemic. Outstanding Sales and Marketing Leaders winner EunJoo Bae, Director of Sales-FIT at Conrad Manila The highlight of the prestigious event was the Champions of Resilience Awards, created to recognize the contributions of individuals and institutional team/s in addressing the challenges of the pandemic. The Champions of Resilience Awards are divided into three categories: Individual – which was won by Ma. Elena Cecille Daugdaug, Sales Manager of Quest Hotel and Conference Center Cebu; Team – won by Luxent Hotel under the leadership of Melanie Pagkalinawan, General Manager; and Marketing Communications – won by Chroma Hospitality, as led by Carmela Bocanegra, Vice President for Sales and Marketing. As in previous Virtus Awards, honors were given to the Outstanding Sales and Marketing Associate, which was conferred to Erika Denice Patajo, Events Executive of Okada Manila; and Outstanding Sales and Marketing Manager for Pio Sanchez, Senior Sales Manager of El Nido Resorts. Meanwhile, Outstanding Sales and Marketing Leaders was given to Eun Joo Bae, Director of Sales-FIT at Conrad Manila; and, finally, Outstanding Marketing Campaign, an accolade taken home by Sofitel Philippine Plaza Manila, represented by Dave Pimentel, Director of Marketing and Communications, Margot and for their “Bid to Forever” campaign."
110,https://www.manilatimes.net/2021/01/31/weekly/the-sunday-times/cover-story/virtus-awards-keeps-silver-lining-in-sight-for-hotel-industry/835342/,"Iza Iglesias, TMT","January 31, 2021",Virtus Awards keeps silver lining in sight for hotel industry," The sudden shifts and slowdown of business due to the coronavirus (Covid-19) pandemic greatly affected the hospitality industry in 2020. According to the Department of Tourism (DoT), from January to November 2020, the country’s tourism receipts fell by 81 percent to P81.5 billion, a significant drop from P437.9 billion in the same period in 2019. International arrivals, meanwhile, also dropped by 82.4 percent to 1.3 million compared to the 7.4 million recorded from January to November in 2019. Outstanding Marketing Campaign winner Sofitel Philippine Plaza Manila Despite this major setback, the hotel and tourism industry continued to prove their resilience. The stakeholders explored ways to restart and offset the crisis’ impact on their sector. Adapting to survive In a press conference just before the end of 2020, the Hotel Sales and Marketing Association (HSMA) — a premier organization of sales and marketing leaders in the Philippine travel and tourism industry — assessed what the sector had to face the entire 2020 and shared some of the adjustment they adapted to survive. Champions of Resilience Marketing Communications, Chroma Hospitality “It brought out the best in us. There were times that we thought we can’t do it anymore because some of the hotels were closed for two months, we didn’t have a job that’s why my heart goes out to the people that really struggled,” recalled Christine Ann Ibarreta, President of HSMA Board for 2021-2022 and Group Director of Sales and Marketing of Golden Phoenix Hotels. Champion of Resilience Team, Luxent Hotel headed byGeneral Manager Melanie Pagkalinawan “In spite of the troubles we went through, we were together looking for business for each other. If my hotel was not open, I was there to help out other colleagues in the industry. We made our HSMA e-store where our member hotels can sell anything so that they would have a source of income. We also tried to share in terms of bookings,” Ibarreta continued. Ibarreta also recalled how they sealed partnership with Philippine Airlines that entailed them having a hospitality desk at the Terminal 2 of Philippine Airlines. “We were there to volunteer, we provided snacks, coffee to the arriving OFWs and balikbayans. We’re happy to be of service. It’s about bayanihan and the love for our job. I believe that after all of these, they will see that we really helped out each other, there’s love for our job and our dedication,” she added. Outstanding Sales and Marketing Manager winner PioSanchez, Senior Sales Manager of El Nido Resorts According to the organization, they were able to handle the difficult situation by collaborating hand in hand with the government sector. “This is a year of a stronger collaboration. The silver lining this year especially for the hotels in Metro Manila, as you know, is the OFWs and balikbayans. The government partnered with a lot of hotels to become quarantine hotels for Filipinos coming back home,” shared Pearl Maclang, Marco Polo Davao’s Director of Sales & Marketing and HSMA Director for Public Relations. “Without them, a lot of the hotels would have been in trouble and that’s what happened with the hotels outside National Capital Region because of the closure of the airports, stricter quarantine protocols and limited market,” Maclang added. Outstanding Sales and Marketing Associate winnerErika Denice Patajo, Events Executive of Okada Manila Maclang reiterated that a stronger collaboration of HSMA, Tourism Promotions Board and the Department of Tourism, allowed the group to stimulate the market to prepare for 2021. “Because to be honest, there’s nothing much we can do, it’s beyond our control. We must address all these changes that happened in 2020 a lot faster, more creative and resilient,” she continued. Throughout the year, hotels also had to update their operational infrastructure and steadily shift many of their platforms to new-age solutions. “Given we’re in a new situation, we can’t be stuck with the old ideas so we encouraged our hotels and resorts to rethink our business model and to adapt to market conviction so that we will have a better chance to survive 2021 and even succeed,” Ma. Celeste Romualdo, General Manager of The Linden Suites and HSMA’s Director for Membership. Finding solutions to thrive In the hopes of thriving this 2021, HSMA laid down several suggestions that they hope would help the industry. Two of them stood out, aligned rules and regulations for tourists and subsidized swab testing. Champion of Resilience Individual, Elena CecilleDaugdaug of Quest Cebu “The Department of Tourism is pushing the local government units to have a same requirements when it comes to rules and regulations. They should have an alignment meeting because they have different requirements per city,” Rose Libongco, HSMA co-founder and Virtus Awards Chair said. Ibarreta, meanwhile, suggested, “We have to thank Tourism Promotions Board COO Anthonette Velasco-Allones and Tourism Secretary Bernadette Romulo-Puyat because I think they’ve subsidized swab testing. For the special rate, it is now only for P1,500. But it will be a boost if tourist won’t have to pay for swab testing anymore.” Virtus Awards 2020 Looking at the bright side, the event also saw the annual Virtus Awards. Indeed, HSMA still found a way to recognize the most creative, productive and proactive hotel sales and marketing professionals who were more than resilient in the face of a pandemic. Outstanding Sales and Marketing Leaders winner EunJoo Bae, Director of Sales-FIT at Conrad Manila The highlight of the prestigious event was the Champions of Resilience Awards, created to recognize the contributions of individuals and institutional team/s in addressing the challenges of the pandemic. The Champions of Resilience Awards are divided into three categories: Individual – which was won by Ma. Elena Cecille Daugdaug, Sales Manager of Quest Hotel and Conference Center Cebu; Team – won by Luxent Hotel under the leadership of Melanie Pagkalinawan, General Manager; and Marketing Communications – won by Chroma Hospitality, as led by Carmela Bocanegra, Vice President for Sales and Marketing. As in previous Virtus Awards, honors were given to the Outstanding Sales and Marketing Associate, which was conferred to Erika Denice Patajo, Events Executive of Okada Manila; and Outstanding Sales and Marketing Manager for Pio Sanchez, Senior Sales Manager of El Nido Resorts. Meanwhile, Outstanding Sales and Marketing Leaders was given to Eun Joo Bae, Director of Sales-FIT at Conrad Manila; and, finally, Outstanding Marketing Campaign, an accolade taken home by Sofitel Philippine Plaza Manila, represented by Dave Pimentel, Director of Marketing and Communications, Margot and for their “Bid to Forever” campaign."
