,urls,authors,dates,headlines,contents,news_agency
109,https://www.manilatimes.net/2021/01/31/weekly/the-sunday-times/cover-story/virtus-awards-keeps-silver-lining-in-sight-for-hotel-industry/835342/,"Iza Iglesias, TMT",2021-01-31,Virtus Awards keeps silver lining in sight for hotel industry," The sudden shifts and slowdown of business due to the coronavirus (Covid-19) pandemic greatly affected the hospitality industry in 2020. According to the Department of Tourism (DoT), from January to November 2020, the country’s tourism receipts fell by 81 percent to P81.5 billion, a significant drop from P437.9 billion in the same period in 2019. International arrivals, meanwhile, also dropped by 82.4 percent to 1.3 million compared to the 7.4 million recorded from January to November in 2019. Outstanding Marketing Campaign winner Sofitel Philippine Plaza Manila Despite this major setback, the hotel and tourism industry continued to prove their resilience. The stakeholders explored ways to restart and offset the crisis’ impact on their sector. Adapting to survive In a press conference just before the end of 2020, the Hotel Sales and Marketing Association (HSMA) — a premier organization of sales and marketing leaders in the Philippine travel and tourism industry — assessed what the sector had to face the entire 2020 and shared some of the adjustment they adapted to survive. Champions of Resilience Marketing Communications, Chroma Hospitality “It brought out the best in us. There were times that we thought we can’t do it anymore because some of the hotels were closed for two months, we didn’t have a job that’s why my heart goes out to the people that really struggled,” recalled Christine Ann Ibarreta, President of HSMA Board for 2021-2022 and Group Director of Sales and Marketing of Golden Phoenix Hotels. Champion of Resilience Team, Luxent Hotel headed byGeneral Manager Melanie Pagkalinawan “In spite of the troubles we went through, we were together looking for business for each other. If my hotel was not open, I was there to help out other colleagues in the industry. We made our HSMA e-store where our member hotels can sell anything so that they would have a source of income. We also tried to share in terms of bookings,” Ibarreta continued. Ibarreta also recalled how they sealed partnership with Philippine Airlines that entailed them having a hospitality desk at the Terminal 2 of Philippine Airlines. “We were there to volunteer, we provided snacks, coffee to the arriving OFWs and balikbayans. We’re happy to be of service. It’s about bayanihan and the love for our job. I believe that after all of these, they will see that we really helped out each other, there’s love for our job and our dedication,” she added. Outstanding Sales and Marketing Manager winner PioSanchez, Senior Sales Manager of El Nido Resorts According to the organization, they were able to handle the difficult situation by collaborating hand in hand with the government sector. “This is a year of a stronger collaboration. The silver lining this year especially for the hotels in Metro Manila, as you know, is the OFWs and balikbayans. The government partnered with a lot of hotels to become quarantine hotels for Filipinos coming back home,” shared Pearl Maclang, Marco Polo Davao’s Director of Sales & Marketing and HSMA Director for Public Relations. “Without them, a lot of the hotels would have been in trouble and that’s what happened with the hotels outside National Capital Region because of the closure of the airports, stricter quarantine protocols and limited market,” Maclang added. Outstanding Sales and Marketing Associate winnerErika Denice Patajo, Events Executive of Okada Manila Maclang reiterated that a stronger collaboration of HSMA, Tourism Promotions Board and the Department of Tourism, allowed the group to stimulate the market to prepare for 2021. “Because to be honest, there’s nothing much we can do, it’s beyond our control. We must address all these changes that happened in 2020 a lot faster, more creative and resilient,” she continued. Throughout the year, hotels also had to update their operational infrastructure and steadily shift many of their platforms to new-age solutions. “Given we’re in a new situation, we can’t be stuck with the old ideas so we encouraged our hotels and resorts to rethink our business model and to adapt to market conviction so that we will have a better chance to survive 2021 and even succeed,” Ma. Celeste Romualdo, General Manager of The Linden Suites and HSMA’s Director for Membership. Finding solutions to thrive In the hopes of thriving this 2021, HSMA laid down several suggestions that they hope would help the industry. Two of them stood out, aligned rules and regulations for tourists and subsidized swab testing. Champion of Resilience Individual, Elena CecilleDaugdaug of Quest Cebu “The Department of Tourism is pushing the local government units to have a same requirements when it comes to rules and regulations. They should have an alignment meeting because they have different requirements per city,” Rose Libongco, HSMA co-founder and Virtus Awards Chair said. Ibarreta, meanwhile, suggested, “We have to thank Tourism Promotions Board COO Anthonette Velasco-Allones and Tourism Secretary Bernadette Romulo-Puyat because I think they’ve subsidized swab testing. For the special rate, it is now only for P1,500. But it will be a boost if tourist won’t have to pay for swab testing anymore.” Virtus Awards 2020 Looking at the bright side, the event also saw the annual Virtus Awards. Indeed, HSMA still found a way to recognize the most creative, productive and proactive hotel sales and marketing professionals who were more than resilient in the face of a pandemic. Outstanding Sales and Marketing Leaders winner EunJoo Bae, Director of Sales-FIT at Conrad Manila The highlight of the prestigious event was the Champions of Resilience Awards, created to recognize the contributions of individuals and institutional team/s in addressing the challenges of the pandemic. The Champions of Resilience Awards are divided into three categories: Individual – which was won by Ma. Elena Cecille Daugdaug, Sales Manager of Quest Hotel and Conference Center Cebu; Team – won by Luxent Hotel under the leadership of Melanie Pagkalinawan, General Manager; and Marketing Communications – won by Chroma Hospitality, as led by Carmela Bocanegra, Vice President for Sales and Marketing. As in previous Virtus Awards, honors were given to the Outstanding Sales and Marketing Associate, which was conferred to Erika Denice Patajo, Events Executive of Okada Manila; and Outstanding Sales and Marketing Manager for Pio Sanchez, Senior Sales Manager of El Nido Resorts. Meanwhile, Outstanding Sales and Marketing Leaders was given to Eun Joo Bae, Director of Sales-FIT at Conrad Manila; and, finally, Outstanding Marketing Campaign, an accolade taken home by Sofitel Philippine Plaza Manila, represented by Dave Pimentel, Director of Marketing and Communications, Margot and for their “Bid to Forever” campaign.",Manila Times
110,https://www.manilatimes.net/2021/01/31/weekly/the-sunday-times/cover-story/virtus-awards-keeps-silver-lining-in-sight-for-hotel-industry/835342/,"Iza Iglesias, TMT",2021-01-31,Virtus Awards keeps silver lining in sight for hotel industry," The sudden shifts and slowdown of business due to the coronavirus (Covid-19) pandemic greatly affected the hospitality industry in 2020. According to the Department of Tourism (DoT), from January to November 2020, the country’s tourism receipts fell by 81 percent to P81.5 billion, a significant drop from P437.9 billion in the same period in 2019. International arrivals, meanwhile, also dropped by 82.4 percent to 1.3 million compared to the 7.4 million recorded from January to November in 2019. Outstanding Marketing Campaign winner Sofitel Philippine Plaza Manila Despite this major setback, the hotel and tourism industry continued to prove their resilience. The stakeholders explored ways to restart and offset the crisis’ impact on their sector. Adapting to survive In a press conference just before the end of 2020, the Hotel Sales and Marketing Association (HSMA) — a premier organization of sales and marketing leaders in the Philippine travel and tourism industry — assessed what the sector had to face the entire 2020 and shared some of the adjustment they adapted to survive. Champions of Resilience Marketing Communications, Chroma Hospitality “It brought out the best in us. There were times that we thought we can’t do it anymore because some of the hotels were closed for two months, we didn’t have a job that’s why my heart goes out to the people that really struggled,” recalled Christine Ann Ibarreta, President of HSMA Board for 2021-2022 and Group Director of Sales and Marketing of Golden Phoenix Hotels. Champion of Resilience Team, Luxent Hotel headed byGeneral Manager Melanie Pagkalinawan “In spite of the troubles we went through, we were together looking for business for each other. If my hotel was not open, I was there to help out other colleagues in the industry. We made our HSMA e-store where our member hotels can sell anything so that they would have a source of income. We also tried to share in terms of bookings,” Ibarreta continued. Ibarreta also recalled how they sealed partnership with Philippine Airlines that entailed them having a hospitality desk at the Terminal 2 of Philippine Airlines. “We were there to volunteer, we provided snacks, coffee to the arriving OFWs and balikbayans. We’re happy to be of service. It’s about bayanihan and the love for our job. I believe that after all of these, they will see that we really helped out each other, there’s love for our job and our dedication,” she added. Outstanding Sales and Marketing Manager winner PioSanchez, Senior Sales Manager of El Nido Resorts According to the organization, they were able to handle the difficult situation by collaborating hand in hand with the government sector. “This is a year of a stronger collaboration. The silver lining this year especially for the hotels in Metro Manila, as you know, is the OFWs and balikbayans. The government partnered with a lot of hotels to become quarantine hotels for Filipinos coming back home,” shared Pearl Maclang, Marco Polo Davao’s Director of Sales & Marketing and HSMA Director for Public Relations. “Without them, a lot of the hotels would have been in trouble and that’s what happened with the hotels outside National Capital Region because of the closure of the airports, stricter quarantine protocols and limited market,” Maclang added. Outstanding Sales and Marketing Associate winnerErika Denice Patajo, Events Executive of Okada Manila Maclang reiterated that a stronger collaboration of HSMA, Tourism Promotions Board and the Department of Tourism, allowed the group to stimulate the market to prepare for 2021. “Because to be honest, there’s nothing much we can do, it’s beyond our control. We must address all these changes that happened in 2020 a lot faster, more creative and resilient,” she continued. Throughout the year, hotels also had to update their operational infrastructure and steadily shift many of their platforms to new-age solutions. “Given we’re in a new situation, we can’t be stuck with the old ideas so we encouraged our hotels and resorts to rethink our business model and to adapt to market conviction so that we will have a better chance to survive 2021 and even succeed,” Ma. Celeste Romualdo, General Manager of The Linden Suites and HSMA’s Director for Membership. Finding solutions to thrive In the hopes of thriving this 2021, HSMA laid down several suggestions that they hope would help the industry. Two of them stood out, aligned rules and regulations for tourists and subsidized swab testing. Champion of Resilience Individual, Elena CecilleDaugdaug of Quest Cebu “The Department of Tourism is pushing the local government units to have a same requirements when it comes to rules and regulations. They should have an alignment meeting because they have different requirements per city,” Rose Libongco, HSMA co-founder and Virtus Awards Chair said. Ibarreta, meanwhile, suggested, “We have to thank Tourism Promotions Board COO Anthonette Velasco-Allones and Tourism Secretary Bernadette Romulo-Puyat because I think they’ve subsidized swab testing. For the special rate, it is now only for P1,500. But it will be a boost if tourist won’t have to pay for swab testing anymore.” Virtus Awards 2020 Looking at the bright side, the event also saw the annual Virtus Awards. Indeed, HSMA still found a way to recognize the most creative, productive and proactive hotel sales and marketing professionals who were more than resilient in the face of a pandemic. Outstanding Sales and Marketing Leaders winner EunJoo Bae, Director of Sales-FIT at Conrad Manila The highlight of the prestigious event was the Champions of Resilience Awards, created to recognize the contributions of individuals and institutional team/s in addressing the challenges of the pandemic. The Champions of Resilience Awards are divided into three categories: Individual – which was won by Ma. Elena Cecille Daugdaug, Sales Manager of Quest Hotel and Conference Center Cebu; Team – won by Luxent Hotel under the leadership of Melanie Pagkalinawan, General Manager; and Marketing Communications – won by Chroma Hospitality, as led by Carmela Bocanegra, Vice President for Sales and Marketing. As in previous Virtus Awards, honors were given to the Outstanding Sales and Marketing Associate, which was conferred to Erika Denice Patajo, Events Executive of Okada Manila; and Outstanding Sales and Marketing Manager for Pio Sanchez, Senior Sales Manager of El Nido Resorts. Meanwhile, Outstanding Sales and Marketing Leaders was given to Eun Joo Bae, Director of Sales-FIT at Conrad Manila; and, finally, Outstanding Marketing Campaign, an accolade taken home by Sofitel Philippine Plaza Manila, represented by Dave Pimentel, Director of Marketing and Communications, Margot and for their “Bid to Forever” campaign.",Manila Times
111,https://www.manilatimes.net/2021/01/31/supplements/toward-a-healthy-2021-and-beyond/835288/,Lea Manto-Beltran,2021-01-31,Toward a healthy 2021 and beyond,"The Department of Science and Technology’s Food and Nutrition Research Institute (DoST-FNRI) unveiled strategic plan 2020 to 2024 before the Covid-19 pandemic was announced. The program holds true to its commitment of bringing optimum nutrition for Filipinos. The department came up with new set of strategic plans that will guide planning, implementation, monitoring and evaluation of the institute’s performance through various programs and projects. The goal is to be at the forefront of food and nutrition researches, innovative technologies and transformative information toward a well-nourished nation. The strategies are designed to synergize and complement each other to achieve the strategic direction in five years. Updated nutrition tools
One of the immediate responses to this five-year strategic plan is the launching of the updated nutrition tools on February 19, 2020. These nutrition tools include the Philippine Food Composition Tables 2019 and the Food Exchange Lists (FEL) for Meal Planning, 4th edition. The development of these nutrition tools is aimed at improving the quality of life of Filipinos. On the same event, the DoST-FNRI also launched nutritious food products for nutritionally at-risk Filipinos. The new food products include the Enhanced Micronutrient Growth Mix (MGM 15), Multi-Nutrient Extruded Rice Kernel (MNERK), Rice-Mongo Blend with Vegetables, Rice-Mongo Curls with Vegetable and Extruded Sweet Potato Fries. The new nutritious food products were adopted for commercialization by the Nutridense Food Manufacturing Corporation of Santa Barbara, Pangasinan, which already markets several FNRI food technologies. Quick responses and studies vs Covid-19
After the announcement of the Covid-19 pandemic in the country, one of the immediate responses of DoST-FNRI is to lend one unit of Real Time-Polymerase Chain Reaction (qPCR) machine to the Research Institute for Tropical Medicine (RITM) on April 16, 2020 to aid in the testing for Covid-19. The department also steps up response to the pandemic by linking with other government agencies in evaluating the beneficial effects of the virgin coconut oil (VCO) among suspect and probable cases of Covid-19. The DoST-FNRI, as project lead, has collaborated with DoST-Philippine Council for Health Research and Development (PCHRD), DoST-Regional Office IV-Calabarzon, Philippine Coconut Authority (PCA) and the local government of Sta. Rosa City, Laguna in conducting this study. On Jan. 28, 2021, DoST-FNRI reported the results of the study on virgin coconut oil (VCO) as dietary supplement among Covid-19 probable and suspect cases. It showed that five of the 29 patients who were served meals with VCO manifested diminishing signs and symptoms as early as the second day, while only one patient served with the same meals, but without VCO showed similar improvement. The study was called “Seeing Beyond Covid-19: The VCO Study – Effects of Virgin Coconut Oil among Suspect and Probable Cases” on December 3, 2020. The VCO Group of patients who were served meals with VCO showed no Covid-19 related symptoms at Day 18, while symptoms persisted in some patients of the Control Group of patients who were served the same meals without VCO until Day 23, DoST Secretary Fortunato dela Peña further stated. Secretary dela Peña added that VCO could be used as an adjunct supplement to probable and suspect Covid-19 cases to help prevent symptoms from becoming severe. However, more studies are needed to determine the effectiveness of VCO as adjunct therapy for Covid-19 patients with other co-morbidities, Secretary dela Peña clarified. Return of nutribun
On July, 29, 2020, the deparment conducted the first ever online soft launching of “Ang Pagbabalik ng Nutribun,” via Zoom. The Enhanced Nutribun has more micronutrients like iron and vitamin A. The texture is softer and weighs 160- 165 grams per piece, which is easier for children to hold and bite. Each serving of Enhanced Nutribun weighing 160-165 grams per piece, has 504 calories, 17.8 grams protein, 6.08 milligrams iron and 244 micrograms vitamin A. The Enhanced Nutribun is one of the DoST-FNRI’s answers to the call of the Department of Social Welfare and Development’s (DSWD) Memorandum Circular No. 12 Series of 2020, or the Guidelines in the Implementation of the Supplementary Feeding Program During Community Quarantine or Other Similar Emergencies. Dr. Mario Capanzana, DoST-FNRI director, encouraged existing and prospective partners to once again support this noble initiative to help ease the impact of the Covid-19 pandemic crisis on the nutritional well-being of our future generation. In his message of support, Cabinet Secretary Karlo Alexei Nograles underscored that: “According to the 2018 Fill the Nutrient Gap – Philippine Summary Report of the World Food Programme, 1/3 of Philippine households are not able to afford a diet that meets the nutritional needs.” Cab. Sec. Nograles also said that “With the Covid-19 pandemic, it has made things even more complicated. And with all these challenges brought about by Covid-19, the government must do all that we can by stretching our limited resources. With these challenges, we need to turn to maximizing science and technology to fill these nutrient gaps and better provide Filipino children with a healthy food that they need to survive and to thrive. “The Nutribun is an example of a science-driven solution that government is pursuing to address hunger and malnutrition. The Enhanced Nutribun developed by DOSTFNRI is more delicious, more nutritious, has better texture, made mainly from squash for better taste, and enriched with protein, iron and vitamin A among others,” Nograles further declared. Current nutritional status
The percentage of food insecure households increased significantly from 53.9 percent in 2018 to 64.1 percent in 2019, according to the 2019 Expanded National Nutrition Survey (ENNS), recent study of DoST-FNRI. The DoST-FNRI further reported that food insecure households were higher in rural areas, with male-headed households, poor or lower wealth status, lower educational attainment of household head, those engaged in agriculture and those with no financial assistance from family members working abroad. Overall, there was a slight improvement in the nutritional status among Filipinos in 2019, with a decreasing trend of stunting among children, although not statistically significant, as well as decreasing trend of overweight and obesity across all age groups. There was also an improvement in anemia prevalence with a decrease in prevalence from 2018 to 2019 across all age groups. However, household food insecurity remains high. Likewise, the increasing trend of diabetes among adults and no significant change in lifestyle-related risk factors still need to be addressed. With the worsening Covid-19 pandemic in the country and in the whole world, there is fear that these improvements might revert back. Challenge amid pandemic
Thus, the challenge for policymakers and program implementers is to mitigate hunger and malnutrition amid the pandemic by keeping food supply available and accessible to all households. Other urgent interventions must include promoting sustained breastfeeding among infants, providing appropriate complementary and supplementary food among preschool and school-age children, and reducing lifestyle related risk factors among adolescents, adults and elderly. For more information, visit https://fnri.dost.gov.ph.",Manila Times
112,https://www.manilatimes.net/2021/01/31/supplements/tips-to-keep-healthy-during-the-pandemic/835287/,Lea Manto-Beltran,2021-01-31,Tips to keep healthy during the pandemic,"IN the country, the number of people infected with Covid-19 is again expected to increase because of more coronavirus mutations. The World Health Organization’s Especial Envoy on Covid-19 David Nabarro, says people should expect to see more coronavirus mutations, but at present there is no evidence to suggest vaccinations will become ineffective. He said, “I think we are going to see more variants coming along and we are going to have to be very clever in understanding quickly what these variants mean when it comes to the preventive therapies, particularly vaccination.” Because of these developments, one’s defenses should level up. Below are some of the tips to remain healthy. Minimize physical contact
Stay at home unless you are a frontliner like healthcare worker, uniformed personnel or media worker. Wear mask and face shield when one needs to go out to buy food and necessities. Be sure to follow social distancing guidelines. After returning home, wash hands for 20 seconds, especially after touching surfaces then take a bath immediately. Boost immune system
The second layer of defense is the immune system. According to experts, eating different fruits and vegetables with different colors can boost our immune system. Vitamin A, B12, B9, Vitamin C and D, as well as zinc and minerals enhance the immune system. Fruits and vegetables rich in Vitamin A include sweet potatoes, kalabasa, broccoli, carrots, kale, letsugas and pechay. Vitamin D, also known as “vitamin for life” can be achieved from sunbathing under the early morning sun between 8 to 10 a.m. plus eating mushrooms and fish. Red fruits and vegetables are good anti-inflammatory food while orange veggies and fruits are anti-bacterial. Green ones are good for blood vessels like controlling high-blood pressure. Meanwhile, purple ones are good not just for immune system but optimize brain health. Avoid eating processed food and remember food is medicine. Hydrate
Drink lots of water to avoid dehydration. Infuse water with some fruits too. Have a good night sleep. Have an average seven or eight hours of sleep. That’s a reward because it helps in boosting immune system and reduce chances of getting sick. Exercise
Organize a Zumba exercise or yoga or have 15 to 30 minutes of active exercise every day. Stay positive
Yes, it’s still pandemic but worrying will not change the present situation. Stress is a factor that can lower the immune system. So let go of things we cannot change and look at a different perspective. Be positive and influence others to do the same. And most of all, pray to God who is the great healer.",Manila Times
113,https://www.manilatimes.net/2021/01/30/public-square/ic-approves-malayan-covid-19-insurance-products/834920/,The Manila Times,2021-01-30,IC approves Malayan Covid-19 insurance products,"THE Insurance Commission (IC) has approved two insurance products for risks related to the coronavirus disease 2019 (Covid-19) offered by Malayan Insurance Co. Inc. These Covid-19-focused insurance products are Travel Master and a standalone annual personal accident (PA) package. “Notwithstanding anything stated to the contrary and subject to the limit specified in the Policy Schedule, the Emergency Medical Treatment Section of the travel policy is hereby extended to include Coronavirus Disease (Covid-19) which was medically diagnosed by the public health authority or relevant government authorities of the city/country which the insured is visiting during the period of travel,” the IC endorsement read. With the Covid-19 risk protection, Travel Master provides medical expenses coverage and hospital cash benefit of up to 14 days of confinement. The PA policy covers accidental and Covid19 related death, as well as a hospital cash allowance per day due to Covid19 for up to 14 days. Travel Master with Covid-19 cover comes with Asian and Worldwide travel plans, while customers can choose from five plans, which differ in period of coverage, for the standalone PA insurance product. The Philippine government will be allowing non-essential travel starting Oct. 21, with Malacañang saying that the Inter-Agency Task Force for the Management of Emerging Infectious Diseases (IATF-EID) has lifted its ban on non-essential outbound travel. Filipinos travelling abroad must have travel and health insurance coverage, proof of their round-trip tickets, as well as the submission of a negative swab test result for Covid19 before being allowed to travel. For more information regarding the insurance products with Covid-19 coverage, interested customers may email csc@malayan.com or malayan@malayan.com. Malayan Insurance is the leading non-life insurer in the Philippines and a member of the Yuchengco Group of Companies (YGC). The company celebrates its 90th year in the local insurance industry this 2020.",Manila Times
114,https://www.manilatimes.net/2021/01/29/news/latest-stories/jj-presents-one-dose-shot-vs-covid-19/834916/,Associated Press,2021-01-29,J&J presents one-dose shot vs Covid-19,"JOHNSON & Johnson’s long-awaited vaccine appears to protect against the coronavirus 2019 (Covid-19) with just one shot – not as strong as some two-shot rivals but still potentially helpful for a world in dire need of more doses. ONE-SHOT DEAL This September 2020 photo provided by Johnson & Johnson shows a clinician preparing to administer investigational Janssen COVID-19 vaccine. Johnson & Johnson’s long-awaited Covid-19 vaccine appears to protect against symptomatic illness with just one shot – not as strong as some two-shot rivals but still potentially helpful for a world in dire need of more doses. Johnson & Johnson said on Jan. 29, 2021 that in the US and seven other countries, the first single-shot vaccine appears 66 percent effective overall at preventing moderate to severe Covid-19. It was more protective against severe symptoms at 85 percent. AP J&J said Friday that in the US and seven other countries, the single-shot vaccine was 66 percent effective overall at preventing moderate to severe illness, and much more protective — 85 percent — against the most serious symptoms. There was some geographic variation. The vaccine worked better in the US — 72 percent effective against moderate to severe Covid-19 – compared to 57 percent in South Africa, where it was up against an easier-to-spread mutated virus. “Gambling on one dose was certainly worthwhile,” Dr. Mathai Mammen, global research chief for J&J’s Janssen Pharmaceutical unit, told The Associated Press. With vaccinations off to a rocky start globally, experts had been counting on a one-dose vaccine that would stretch scarce supplies and avoid the logistics nightmare of getting people to return for boosters. But with some other competing vaccines shown to be 95 percent effective after two doses, the question is whether somewhat less protection is an acceptable tradeoff to get more shots in arms quickly. The company said within a week, it will file an application for emergency use in the US, and then abroad. It expects to supply 100 million doses to the US by June, and expects to have some ready to ship as soon as authorities give the green light. These are preliminary findings from a study of 44,000 volunteers that isn’t completed yet. Researchers tracked illnesses starting 28 days after vaccination – about the time when, if participants were getting a two-dose variety instead, they would have needed another shot. After day 28, no one who got vaccinated needed hospitalization or died regardless of whether they were exposed to “regular Covid or these particularly nasty variants,” Mammen said. When the vaccinated did become infected, they had a milder illness. Defeating the scourge that has killed more than 2 million people worldwide will require vaccinating billions, and the shots being rolled out in different countries so far all require two doses a few weeks apart for full protection. Early data is mixed on exactly how well all the different kinds work, but shots made by Pfizer and Moderna appear to be about 95 percent protective after the second dose. But amid shortages, some countries have advised delaying the second dose of certain vaccines with little data on how that would affect protection. All Covid-19 vaccines train the body to recognize the new coronavirus, usually by spotting the spikey protein that coats it. But they’re made in very different ways. J&J’s shot uses a cold virus like a Trojan horse to carry the spike gene into the body, where cells make harmless copies of the protein to prime the immune system in case the real virus comes along. Rival AstraZeneca makes a similar cold virus vaccine that requires two doses. Both the AstraZeneca and J&J vaccines can be stored in a refrigerator, making them easier to ship and to use in developing countries than the frozen kind made by Pfizer and Moderna. It’s not clear exactly how well the AstraZeneca version, being used in Britain and several other countries, works. Tests in Britain, South Africa and Brazil suggested two doses are about 70 percent effective although there are questions about how much protection older adults get. An ongoing US study may provide more information. J&J said its vaccine works consistently in a broad range of people: A third of participants were over age 60, and more than 40 percent had other illnesses putting them at risk of severe Covid-19, including obesity, diabetes and HIV. J&J said the vaccine is safe, with reactions similar to other Covid-19 shots such as fever that occur when the immune system is revved up. While it released few details, the company said there were no serious allergic reactions. But occasionally other Covid-19 vaccines trigger such reactions, which can be reversed if promptly treated – and authorities have warned people to be on the lookout regardless of which type of vaccine is used. J&J had hedged its bets with a study of a two-dose version of its vaccine which is still underway. Friday’s interim results come on the heels of another vaccine in final testing. Novavax reported this week that its vaccine appears 89 percent effective in a UK study and that it also seems to work — though not as well — against new mutated versions of the virus circulating in Britain and South Africa. A larger study in the US and Mexico is still enrolling volunteers.",Manila Times
115,https://www.manilatimes.net/2021/01/29/sports/sports-top/michael-strahan-tests-positive-for-covid-19/834370/,Associated Press,2021-01-29,Michael Strahan tests positive for Covid-19,"Pro Football Hall of Famer and “Good Morning America” host Michael Strahan has tested positive for Covid-19 and is self-quarantining, according to people familiar with the situation. Strahan is currently not experiencing any severe symptoms from Covid-19. The people spoke to The Associated Press on condition of anonymity Wednesday (Thursday in Manila) because of medical restriction issues. TMZ first reported about Strahan testing positive. Strahan, who also provides analysis on the “Fox NFL Sunday” pregame show, appeared remotely during last Sunday’s NFC championship game. Strahan, though, also did remote appearances during much of the season for the network’s Thursday night games to not conflict with his “GMA” schedule. The 49-year-old Strahan has been absent from the ABC morning show all week and it remains uncertain when he will be on again. He has been a part of “Good Morning America” since 2016 and has been a fixture on Fox’s NFL coverage since retiring after the New York Giants won the third of their four Super Bowl titles during the 2007 season.",Manila Times
116,https://www.manilatimes.net/2021/01/28/news/latest-stories/ph-records-1169-new-covid-19-cases/834279/,Red Mendoza,2021-01-28,"PH records 1,169 new Covid-19 cases","THE Department of Health (DoH) has recorded 1,169 new cases of the coronavirus disease 2019 (Covid-19) on Thursday, bringing the total number of infections in the country to 519,575. Quezon City topped the list with 57 and Isabela with 54. Manila, Davao City and Rizal each have 42 new cases. More than 94.5 percent of the 33,427 active cases are mild, moderate and asymptomatic while the rest are severe or critical. There are 475,596 recoveries and 10,552 dead. Of the 26,174 samples that were tested in all but six laboratories, 1,298 were positive for a positivity rate of 5 percent.",Manila Times
117,https://www.manilatimes.net/2021/01/28/news/latest-stories/palace-some-mgcq-areas-to-revert-to-stricter-quarantine-in-feb/834202/,"Catherine S. Valente, TMT",2021-01-28,Palace: Some MGCQ areas to revert to stricter quarantine in Feb,"SOME areas under the modified general community quarantine (MGCQ) are set to return to the stricter general community quarantine (GCQ) starting February 1, Malacañang said on Thursday, ahead of President Rodrigo Duterte’s expected announcement of fresh quarantine classifications in the country. Palace spokesman Harry Roque Jr. said the Inter-Agency Task Force for the Management of Emerging Infectious Diseases (IATF) would meet on Thursday to discuss new quarantine classifications for Metro Manila and its nearby provinces. He said the IATF’s recommendation would then be presented to Duterte, who would address Filipinos to inform them about the new quarantine rules before the end of the month. “Napakahirap po kasi magsalita kasi talagang nirereserba natin kay Presidente yung desisyon (It’s hard to speak because we are reserving the decision to be announced by the President),” Roque said during an interview with dzMM radio. “Ang importante po sa ganitong punto ay ikumpirma na may mga lugar tayo na magkakaroon ng escalation po from MGCQ, magiging GCQ (What’s important is at this point, we can confirm that there are areas which will have an escalation from MGCQ to GCQ),” he added. Roque said that Cordillera Administrative Region (CAR) and Region 11, which were both at “moderate risk” in terms of bed utilization rate, may be placed under stricter quarantine. “May meeting ang IATF today para maresolba ang mga nag-apela. Pagkatapos masasapinal ang rekomendasyon at dedesisyunan yan ni Presidente siyempre bago matapos ang buwan ng Enero (So the IATF will meet today to discuss appeals for reclassification of quarantine status. Once the recommendation is finalized, it will then be presented to the President who will decide and announce it before the end of the month),” he said. The possible reclassification of the community quarantine status comes as new coronavirus disease 2019 (Covid-19) cases in the Philippines reached 2,245 on Wednesday, the highest reported in a single day since Nov. 8, 2020, bringing the country’s total coronavirus infections to 518,407. Topping the list of areas with the most number of additional infections are Baguio City and Cebu City with 121 cases each, Davao City with 102, Quezon City with 87, and Pangasinan with 81. The Department of Health (DoH) also reported 95 additional Covid-related deaths or a total of 10,481 fatalities. There were also 140 additional recovered patients, or a total of 475,542 recoveries.",Manila Times
118,https://www.manilatimes.net/2021/01/28/news/latest-stories/ph-economy-contracts-by-more-than-9-percent-in-2020/834147/,Anna Leah E. Gonzales,2021-01-28,PH economy contracts by more than 9 percent in 2020,"THE contraction of the Philippine economy eased to 8.3 percent in the fourth quarter last year, bringing the year-to-date decline to 9.5 percent, the lowest recorded since 1946, the Philippine Statistics Authority (PSA) reported on Thursday. In a briefing, National Statistician Claire Dennis Mapa said the contraction in the fourth quarter was a slowdown compared to the 11.4 percent decline in the third quarter of 2020 but a reversal from the 6.7 percent in the same quarter of 2019. The full-year result was also a reversal from the 6.0 percent expansion in 2019. It settled within the -8.5 to -9.5 percent adjusted projection of the government. “Quarantine restrictions and the fall in consumption translates to a total wage loss of around P1.04 trillion pesos in 2020 or an average of P2.8 billion pesos a day. This means that on average, workers lost some P23,000 in income for the year,” the country’s economic team said in a joint statement read by Socioeconomic Planning Acting Secretary Karl Chua. “The year 2020 will be remembered as the most difficult year in our lives,” he added. The agriculture sector contracted by 2.5 percent in 2020 while industry also plunged by 13.1 percent. The services sector also declined by 9.1 percent. Net Primary Income (NPI) from the Rest of the World and Gross National Income (GNI) both declined by 27.3 percent and 11.1 percent respectively.",Manila Times
