,url,titles,authors,published_date,articles_content,news_org
72,https://www.pna.gov.ph/articles/1132781,"Doctors first vaccinees in Ilocos Norte
By Leilanie Adriano March 6, 2021, 3:57 pm
Share",Leilanie Adriano,"March 6, 2021, 3:57 pm","FIRST VACCINE ROLLOUT. Ilocos Norte vaccination head, Dr. Norman Rabago (right), and medical director of the Governor Roque B. Ablan Sr. Memorial Hospital, Dr. Walberg Samonte, take their first shots of the Sinovac vaccine in public on Saturday (March 6, 2021). They are among the first to receive the jabs to boost health workers' confidence in the China-donated vaccine. (Photo courtesy of Yna Arzadon)
LAOAG CITY – Four top doctors in Ilocos Norte took the lead in receiving Sinovac shots against the coronavirus disease 2019 (Covid-19) on Saturday in the hope of boosting the people's confidence in the vaccine.
Dr. Norman Rabago, Ilocos Norte vaccination head, and Dr. Walberg Samonte, medical director of the Governor Roque B. Ablan Sr. Memorial Hospital (GRBASMH) here, volunteered to be injected in public to set as an example to the 87 potential vaccinees who registered in the hospital.
At the Laoag City General Hospital (LCGH), Dr. Crizelda C. Derpo, a medical and infectious specialist, got the first Sinovac vaccine injection.
The ceremonial vaccination rollout was witnessed by some employees of the city government led by Mayor Michael Keon and 61 other health care worker-vaccinees of the hospital.
Dr. Eliezer John Asuncion, the hospital administrator of the LCGH, said more than 170 health care workers registered for the vaccine rollout but only 62 vaccines were initially allocated for the Laoag hospital.
In Batac City, some 750 health care workers led by Dr. Jose Orosa, chief of the medical professional staff of the Mariano Marcos Memorial Hospital and Medical Center, signed up for the vaccination program but only 80 were expected to get their shots.
Before the simultaneous vaccination rollout in the three Covid-19 referral hospitals of Ilocos Norte, Governor Matthew Joseph Manotoc said the Sinovac vaccine has been tried by leading doctors in the country and there has been no significant side effect observed.
“I believe the benefits outweigh the risk and we just need confidence in taking the vaccine,"" Manotoc said, adding the first vaccination rollout in Ilocos Norte is indeed a “happy day” as it gives new hope for the people to move on to the new normal.
He, however, reminded the public to continue maintaining minimum health and safety protocols, such as the wearing of face masks and face shields at all times.
On Friday evening, Manotoc, along with his Covid-19 team at the Capitol, received a total of 2,446 doses of Sinovac from the Department of Health 1 (Ilocos Region). (PNA)
 ",Philippines News Agency
73,https://www.pna.gov.ph/articles/1132748,"Manila completes 1st dose vax rollout for front-liners
By Marita Moaje March 6, 2021, 12:24 pm
Share",Marita Moaje,"March 6, 2021, 12:24 pm","Manila's vaccination rollout at the Sta. Ana Hospital (Photo grabbed from Isko Moreno Domagoso FB page)
MANILA – The city government of Manila has completed the vaccination of 1,499 medical front-liners on Friday with the full allocation of the jabs given to the city by the national government.
Manila received a total of 3,000 doses of the China-made CoronaVax vaccine, which is good for 1,500 individuals.
However, Manila Mayor Francisco ‘Isko Moreno’ Domagoso reported that they found one CoronaVac vial already broken when they opened the box. The incident was already reported to the Department of Health (DOH).
Since the city started its Covid-19 vaccination drive on Tuesday, Domagoso was happy to announce that no adverse reactions on vaccine recipients have been reported yet.
“Apat na araw lamang ay nailunsad natin ng maayos ang vaccination rollout. Salamat sa Diyos, its been four days wala pang napaulat na masamang epekto sa mga nabakunahan na ng Sinovac. Alam kong yan ang ipinag-aalala nyo (In four days, we were able to efficiently rollout our vaccination program. Thanks to God, it’s been four days and nobody has reported any adverse reaction from the Sinovac vaccine. I know that is your worry),” Domagoso said.
Domagoso also thanked the Manila Health Department and all the medical front-liners who cooperated for the successful Covid-19 vaccination rollout.
He said that he was happy for those who opted to receive the Sinovac vaccines.
Medical front-liners who decided late on receiving the China-made vaccine now that the allotted doses for Manila have been consumed will have to wait for the next vaccination schedule.
Despite his previous commitment that he will get himself vaccinated publicly with the CoronaVac jabs, Domagoso said he respects and will continue to follow the national government's vaccination priority policy.
Domagoso explained that Manila’s Vice Mayor Honey Lacuna-Pangan got vaccinated with the CoronaVac despite being a politician because she is a front-liner, being a medical doctor.
Meanwhile, Domagoso assured that the remaining 1,500 doses of the Sinovac vaccines are properly stored.
“Yung natitirang 1,500 ay nakatabi sa ating storage facility para sa second dose ng vaccine after 28 days sa mga nabigyan na (The remaining 1,500 are in our storage facility for the second dose after 28 days for those who have received their first dose),” said Domagoso.
Domagoso meanwhile encourages the general public to pre-register for the Covid-19 vaccine via manilacovid19vaccine.com to make the Manila vaccination plan more efficient in case the AstraZeneca vaccines procured by the city government arrive by the second or third quarter of the year. (PNA)",Philippines News Agency
74,https://www.pna.gov.ph/articles/1132757,"PH assures strict prioritization of health workers in vax drive
By Lade Jean Kabagani March 6, 2021, 12:04 pm
Share",Lade Jean Kabagani,"March 6, 2021, 12:04 pm","National Task Force (NTF) Against Covid-19 and vaccine czar Carlito Galvez Jr. (file photo)
MANILA – The government has assured that the priority framework of the vaccination rollout of the coronavirus disease 2019 (Covid-19) jabs will be strictly followed.
In a statement on Friday night, National Task Force (NTF) Against Covid-19 chief implementer and vaccine czar Carlito Galvez Jr. said the framework prioritizes medical front-liners and health care workers, to be followed by senior citizens and other vulnerable sectors. 
Galvez also thanked government officials, civil society organizations, and other personalities for volunteering to get inoculated in public to boost the people’s trust and confidence in the Covid-19 vaccination campaign.
""We value your support and appreciate your intention,"" he said. ""Indeed, seeing our leaders getting inoculated will significantly affect the perception and decision of our countrymen on the vaccine program.""
However, due to the limited global supply of vaccines, Galvez said the government would have to adhere to the recommendation of the National Immunization Technical Advisory Group (NITAG) and President Rodrigo Duterte's directive to strictly allocate the Covid-19 vaccines to health care workers.
""The allocation of vaccines must strictly follow the priority framework issued by the Inter-Agency Task Force (for) Emerging Infectious Diseases (IATF) to ensure that those who have the highest risk of exposure and death will be protected,"" he said.
Galvez noted that the prioritization primarily targets to protect and preserve the country's health care system amid the health crisis.
""The same priority groups have also been identified by the World Health Organization (WHO) with respect to the vaccine rollout of almost 44 million doses from the COVAX facility,"" he said.
Galvez said all doses of the Covid-19 vaccine from the WHO-led COVAX facility must be given to the priority groups, starting with health care workers and medical professionals.
""Giving the vaccines to other sectors when not all health care workers have been vaccinated will jeopardize succeeding deliveries from COVAX,"" he said.
Galvez said all Covid-19 vaccines that are set to arrive within this month would be strictly allocated to health care workers nationwide.
""Initial deliveries for April will also follow this allocation until we have completely inoculated nearly two million individuals under this sector,"" he added.
Succeeding sectors in the priority list, including those who will participate in boosting public trust in the vaccination campaign, will be served once the country receives the vaccine supplies for the second and third quarters of the year.
""By respecting and following the priority framework, we will be able to reduce Covid-19 morbidity and mortality, protect the populations most at risk (from) the disease, slow down the transmission rate, and minimize social and economic disruptions. We need to preserve our health care institution,"" Galvez said. (PNA)
 ",Philippines News Agency
75,https://www.pna.gov.ph/articles/1132761,"Iloilo urges public to trust Sinovac vaccines
By Perla Lena March 6, 2021, 10:55 am
Share",Perla Lena,"March 6, 2021, 10:55 am","PROTECTION VS. COVID-19. Sr. Thessa Marie Ramoso gets her shot of the Sinovac vaccine in the ceremonial immunization at St. Paul’s Hospital (SPH) in Iloilo City on Friday (March 5, 2021). The SPH is one of the four Covid-19 referral hospitals based in Iloilo to get an allocation of the China-donated vaccines. (PNA photo by PGLena)
ILOILO CITY – A doctor at St. Paul’s Hospital Iloilo, one of the four recipient hospitals of the Sinovac vaccines, has urged the public to trust the China-donated vaccines public and welcome the immunization program of the government as it is now up and running.
Dr. Ella Mae Divinagracia, infection control head of the hospital, said the vaccine was given emergency use authorization, hence they have full trust that it was studied thoroughly.
“We have full trust in this vaccine. We believe that receiving this vaccine will offer a 100-percent (protection) against severe Covid-19,” said Divinagracia, one of the first 20 recipients in the ceremonial vaccination held at St Paul’s Hospital here Friday.
Also receiving their first doses were seven other doctors, six nurses, three St. Paul of Charity (SPC) sisters, a medical technologist, a staff member at the Housekeeping Department, and an employee assigned at the Rehabilitation Department.
“At St. Paul’s, we are thankful for this. We consider this as a gift to receive the first batch of the vaccines from the government through the DOH (Department of Health),” she said.
Divinagracia added that the vaccines, along with the observance of minimum health standards, could “add up to their protection” at the hospital, especially because they were the first institution with doctors who got infected.
The hospital is one of the Covid-19 referral hospitals based in this city.
As of Friday morning, more than 300 of their employees have registered for the vaccination rollout that will go full swing on March 8.
The hospital has reserved 1,500 doses with the DOH and has so far received 400 vials.
Due to the limited supply, Divinagracia said they would prioritize their health care workers.
The hospital has been doing simulation exercises and is thus prepared for any eventuality that may occur after the immunization.
A process is being observed to ensure the smooth flow of the inoculation.
She said after the pre-assessment and registration, the vaccinee’s vital signs will be taken.
If he has a risk for a possible reaction, he will be placed under 30-minute monitoring, longer for those who have allergies, she added.
“We hope to have the same experience in Manila but if there are severe reactions, we are ready,” Divinagracia said.
Meanwhile, Dr. Ma. Sylvia Teresa de Pili, chairman of the Internal Medicine Department of the hospital, made history as the first doctor and the first of the 20 recipients to get inoculated in Iloilo.
“I don’t feel anything unusual,” she said when interviewed after receiving her dose.
Second to get vaccinated was Sr. Thessa Marie Ramoso, one of the three SPC nuns who volunteered for the ceremonial vaccination.
Aimee A. Sillo, officer-in-charge of the hospital’s Human Resource Department, said she would recommend that front-liners have themselves immunized regardless of the brand of the vaccine.
“I am a front-liner, a nurse by profession. During this Covid pandemic, it’s really a must for all of us to be vaccinated (against) Covid-19 regardless of the (vaccine) brand. The main intention of the vaccine is to eradicate Covid-19. No matter what brand, okay gid (it's okay),” she said.
Meanwhile, Divinagracia said she hopes the public would receive whatever brand is available because they have no idea when the next vaccine would come.
While the AstraZeneca vaccines have already arrived, she said they don’t know yet if there is an allocation for Iloilo.
“We hope that the public will also be able to recognize the role of the vaccine in preventing against the Covid-19,” Divinagracia added. (PNA)


 ",Philippines News Agency
76,https://www.pna.gov.ph/articles/1132762,"PNP vaccinated front-liners reach 1,094
By Christopher Lloyd Caliwan March 6, 2021, 10:22 am
Share",Christopher Lloyd Caliwan,"March 6, 2021, 10:22 am","(Photo courtesy of PNP)
MANILA – A total of 1,094 medical front-liners of the police force have so far been inoculated with the Sinovac Biotech's CoronaVac coronavirus disease 2019 (Covid-19) vaccine. 
In a message to the Philippine News Agency (PNA) on Friday night, Philippine National Police (PNP) deputy chief for administration, Lt. Gen. Guillermo Eleazar, said 125 personnel were vaccinated on March 1 and 180 on March 2.
A total of 253 were inoculated on March 3, along with 327 on March 4 and 209 on March 5.
Eleazar said the CoronaVac allocation for the PNP has been increased to 1,200 from an initial 800 doses.
He said the police force received the additional 400 doses on Tuesday, which will be used primarily for its health workers.
As of Friday night, the PNP has recorded a total of 11,613 Covid-19 cases, with 545 active cases, 11,037 recoveries, and 31 deaths.
Medical front-liners are the top priority in the government’s vaccination program.
The vaccines given to the PNP are part of the 600,000 doses of Coronavac jabs donated by China to the Philippines, which arrived in the country on February 28. (PNA)",Philippines News Agency
77,https://www.pna.gov.ph/articles/1132742,"US contribution to COVAX hits P97.2-B: Embassy
By Joyce Ann L. Rocamora March 5, 2021, 8:16 pm
Share",Joyce Ann L. Rocamora,"March 5, 2021, 8:16 pm","MANILA – The United States' contribution to the COVAX Advance Market Commitment (AMC) has reached USD2 billion (about PHP97.2 billion), by far the largest, the US Embassy in Manila said Friday.
 ""The United States already has provided an initial PHP97.2 billion (USD2 billion), and the Philippines is among the first countries in the region to have received Covid-19 (coronavirus disease 2019) vaccines through the COVAX facility,"" it said.
 The Embassy said Washington earmarked a total of USD4 billion or about PHP194.4 billion in contribution to the COVAX AMC.
 US Embassy Chargé d’Affaires John Law said the country would continue to support Manila in its vaccination rollout, including on mitigation efforts to help curb the spread of coronavirus disease 2019 (Covid-19).
 “The United States is proud to be the largest contributor to COVAX, and we welcome the successful arrival of the first tranche of AstraZeneca vaccines in the Philippines. As we fight the pandemic together, the United States will continue to support the Philippines’ vaccination and Covid-19 mitigation efforts,” he said. 
READ: PH receives 1st batch of AstraZeneca vaccines through COVAX
The US contributions to COVAX, through the US Agency for International Development (USAID), will support the purchase and delivery of safe and effective Covid-19 vaccines for the world’s most vulnerable and at-risk populations in 92 low- and middle-income countries.
 The Philippines welcomed Thursday night the first delivery of the much-needed AstraZeneca vaccines through COVAX Facility.
 Aside from Law, COVAX's other donor countries such as the United Kingdom, Australia, Germany, the Netherlands, and Norway welcomed the vaccine arrival in Manila. (PNA)
 ",Philippines News Agency
78,https://www.pna.gov.ph/articles/1132741,"P1.3-B Aussie aid to provide support in PH vaccine rollout
By Joyce Ann L. Rocamora March 5, 2021, 7:59 pm
Share",Joyce Ann L. Rocamora,"March 5, 2021, 7:59 pm","MANILA – Australia is allocating about 35.9 million Australian dollars (about PHP1.3 billion) to support Manila in its vaccine rollout, mostly through technical support and capacity-building efforts, its embassy in the Philippines said Friday.
 The support, initially announced last month after a meeting between senior Philippine government officials and Australian Ambassador Steven Robinson, is part of Canberra's 523-million-Australian-dollar Regional Vaccine Access Initiative that seeks to assist in fast and safe vaccination in the Pacific and Southeast Asia.
 The Australian Embassy said the funding would provide the Philippines ""health advice for vaccine rollout,"" as well as support for logistics in the next two years.
 On top of this, Australia is also among the huge contributors to the COVAX Facility, which delivered last Thursday night more than 400,000 doses of the AstraZeneca vaccine to Manila.
 Robinson was among the ambassadors who witnessed the historic arrival, along with several European envoys representing COVAX's donor countries.
 In a statement, Robinson said Australia advocated to ensure that the Philippines was among the countries eligible for the COVAX - Advance Market Commitment (AMC).
 ""Australia supported COVAX-AMC through an 80-million-Australian-dollar contribution and advocated to ensure the Philippines was eligible for COVAX-AMC,"" he said. (PNA)
  ",Philippines News Agency
79,https://www.pna.gov.ph/articles/1132737,"Utility worker, driver among first vaccinees in Cordillera
By Liza Agoot March 5, 2021, 7:34 pm
Share",Liza Agoot,"March 5, 2021, 7:34 pm","HISTORIC VACCINATION. Dr. Ricardo Runez, chief of hospital of the Baguio General Hospital and Medical Center, is the first in the Cordillera region to be inoculated with the anti-Covid-19 vaccine on Friday (March 5, 2021). Seven others were part of the ceremonial vaccination at the hospital. (PNA photo by Liza T. Agoot)
BAGUIO CITY – Two of the first eight hospital workers to be vaccinated in the Cordillera region on Friday were support staff who help in the fight against the coronavirus disease 2019 (Covid-19).
Cyrence Romero, a utility worker at the Baguio General Hospital and Medical Center (BGHMC), said the only thing she felt while being injected was the needle piercing her skin.
Romero said she did not feel drowsy or anything unusual even after she was vaccinated.
“Masaya ako kasi ako yung magiging dahilan na maraming kasamahan ko ang magpapabakuna (I am happy because I will be the reason why many of us would be vaccinated),” she said in an interview on the sidelines of the rollout of the vaccination in the region.
Romero said as a “carer”, her task involves cleaning and collecting the wastes generated at the hospital, including the Covid-19 ward.
She noted that she still needs to maintain self-discipline and stay healthy even though she has been vaccinated.
“Hindi ako confident na hindi ako magkakasakit pag walang self-discipline. Dapat nag-iingat tayo sa mga hinahawakan at parating naghuhugas ng kamay. Dapat din na panatilihin natin na masustansiya ang kinakain natin (I am not confident that I will not get sick if I do not practice self-discipline. We should be wary of what we touch and we should always wash our hands. We should also make sure that we eat only what is healthy),” Romero said.
""Nasa atin magsisimula ang ating proteksyon sa disiplina at pagpapabakuna (Our protection starts with us through discipline and the decision to get vaccinated).”
She was the seventh person to be officially vaccinated in the Cordillera after the region received 7,800 doses of the SinoVac vaccine on Thursday evening.
The BGHMC was the first hospital in the region to receive the vaccines and inoculate its employees.
The first vaccinee in the region was Dr. Ricardo Runez, BGHMC’s chief of hospital, followed by Dr. Rey Suanding, chief professional staff; Dr. Thea Pamela Cajulao, infectious disease specialist; chief nurse Joselito Datud; and lawyer Patrick Henry Villanueva, chief of legal affairs.
Another vaccinee was ambulance driver, Fernando Tong-an, the first employee of the hospital to contract the Covid-19 virus.
A total of 1,801 vaccinees out of the 2,700 employees of BGHMC have registered and given their consent to receive the SinoVac vaccine.
Dr. Runez said 100 employees were scheduled to be vaccinated on the first day of the rollout.
“We will finish about 100 to 200 vaccinees every day until we finish all those who have initially registered,"" Runez said.
Dr. Ruby Constantino, director of the Department of Health - Cordillera, said the region’s allocation would be given to all public and private hospitals, infirmaries, and medical facilities operating in six provinces and two cities.
A total of 8,828 hospital workers have registered and consented to receive the SinoVac vaccine, Constantino said.
She added that they have a buffer and could ask for additional shots to complete the first dose of the initial registrants in all medical facilities.
Constantino said they expect to receive the additional allocation for the region within March as they have a month before taking the second dose of the vaccine.
The region’s initial allocation from the 600,000 doses of vaccines that arrived in the country was originally allotted for five government hospitals.
She said they were informed of the change in plans as early as Thursday evening when the country got hold of the Philippines’ allocation for the AstraZeneca vaccine.
Meanwhile, Benguet province received its allocation of 1,100 vaccines.
A total of 500 vaccines is intended for workers at the Benguet General Hospital while 600 will be distributed to various public and private medical facilities in 13 municipalities.
Benguet will have its vaccine rollout on Saturday. (PNA)
 ",Philippines News Agency
80,https://www.pna.gov.ph/articles/1132739,"Bacolod City to be liberated from Covid-19: mayor
By Nanette Guadalquiver March 5, 2021, 7:30 pm
Share",Nanette Guadalquiver,"March 5, 2021, 7:30 pm","COVID-19 VACCINE. Bacolod City Mayor Evelio Leonardia shows a vial of the Sinovac Biotech vaccine during the ceremonial vaccination of six medical front-liners at the Government Center on Friday (March 5, 2020). He said there is no more reason for the public to doubt the vaccine after the inoculation of medical professionals in the city. (PNA photo by Nanette L. Guadalquiver)
BACOLOD CITY – Mayor Evelio Leonardia said this city will soon be liberated from the scourge of the coronavirus disease 2019 (Covid-19) and has become “part of history” in the rollout of the vaccination program in Western Visayas on Friday.
“It is significant and meaningful that the first Covid-19 case in Western Visayas was recorded in Bacolod City. So, let it also be put on record and let it be part of history that the first vaccination also happened here,” he said.
Leonardia and Vice Mayor El Cid Familiaran led city officials in witnessing the ceremonial vaccination program held at the Bacolod Government Center.
Six medical front-liners in Bacolod were the first to be vaccinated with the Sinovac Biotech vaccine in the region.
“We are on the road to deliverance,” Leonardia said, adding that there is no longer a reason for the public to doubt the Sinovac vaccine after the medical professionals had themselves vaccinated.
The mayor said that most people in Bacolod are adopting a “wait and see” attitude, but after seeing the doctors took part in the rollout of the vaccination program of the city, he believed that more are expected to also have themselves inoculated.
On Friday morning, some 6,270 vials of the Sinovac vaccine arrived at the Bacolod-Silay Airport in Silay City and were brought to the cold room at the Bacolod Government Center Annex Building.
The supply is intended for 3,135 healthcare workers of two Covid-19 referral hospitals in Bacolod - Corazon Locsin Montelibano Memorial Regional Hospital and Dr. Pablo O. Torre Memorial Hospital (Riverside Medical Center).
It is the first batch of vaccines to arrive in Bacolod, which is part of the 600,000 doses donated by China to the Philippines.
Those who were vaccinated were Dr. Miguel Sarabia, president of Negros Occidental Medical Society, and wife Valerie Villarosa- Sarabia, who is a registered nurse, as well as Dr. Hector Gayares Jr., chief executive officer of Adventist International Healthcare System Philippines and medical volunteer of Bacolod City Emergency Operations Center; Dr. Dolores Rommela Tiples-Ruiz, infectious diseases specialist and president of Philippine Society for Microbiology and Infectious Diseases-Negros Occidental Chapter; Dr. Radela Yvonne Ramos-Cortes, an allergologist; and Dr. Carlos Javier Primicias Jr., a pediatrician.
On Thursday, Bacolod recorded no new case and zero death. It has a total of 5,838 confirmed cases, but only 69 are active. Some 5,581 have recovered and 188 deaths. (PNA)",Philippines News Agency
81,https://www.pna.gov.ph/articles/1132734,"Peso, stocks flat as inflation accelerates
By Joann Villanueva March 5, 2021, 7:20 pm
Share",Joann Villanueva,"March 5, 2021, 7:20 pm","MANILA – The Philippine Stock Exchange index (PSEI) ended the week flat while the peso finished sideways against the US dollar due mainly to the within-expected inflation print for February 2021. 
 The main equities index ended the trade down by 0.02 percent, or 1.12 points, to 6,881.37 points. 
 All Shares slipped by 0.11 percent, or 4.68 points, to 4,158.54 points.
 Half of the sectoral gauges ended the week up, including the Services index, which rose by 1.05 percent; Financials, 0.27 percent; and Property, 0.06 percent. 
 On the other hand, Mining and Oil fell by 2.45 percent, Industrial by 0.54 percent, and Holding Firms by 0.34 percent. 
 Volume totaled nearly 4 billion shares amounting to PHP7.73 billion. 
 Losers led gainers at 135 to 87, while 45 shares were unchanged. 
 Luis Limlingan, Regina Capital Development Corp. head of sales, attributed the flat close of the main index to the within-expected rise of the domestic inflation rate last February to 4.7 percent from 4.2 percent in January. 
 “Sentiment was rather cautious throughout most of the trading but turned into bargain hunting as investors assessed the statement of Fed (Federal Reserve) Chairman Jerome Powell,” Limlingan said.
 He was referring to the interview during the Wall Street Journal Jobs Summit wherein Powell said economic prospects have improved but the Fed is still far from fulfilling its dual mandate. 
 Meanwhile, the peso remained strong against the US dollar after ending the day’s trade at 48.56 from its 48.62 close on Thursday.
 Rizal Commercial Banking Corp. (RCBC) chief economist Michael Ricafort identified other factors on Friday’s foreign exchange trading, apart from the acceleration of the domestic inflation rate in February.
 Ricafort said these include the end of the government’s retail treasury bond offer, market optimism on the arrival of more coronavirus disease 2019 (Covid-19) vaccines, and the correction of the US stocks markets amid the rise in the 10-year US Treasury bond.   
 “More Covid-19 vaccine arrivals and rollouts would increase the likelihood of a nationwide MGCQ (modified general community quarantine) sooner, thereby improving market sentiment and the overall economic recovery prospects,” he said.
 Ricafort forecast the peso to trade between 48.50 and 48.65 on Monday, and 48.45 and 48.75 next week. (PNA)
  ",Philippines News Agency
82,https://www.pna.gov.ph/articles/1132728,"6 Bacolod medical front-liners first to get Sinovac shots in WV
By Nanette Guadalquiver March 5, 2021, 6:41 pm
Share",Nanette Guadalquiver,"March 5, 2021, 6:41 pm","COVID-19 VACCINATION. Dr. Miguel Sarabia (left) and Dr. Dolores Rommela Tiples-Ruiz (right) take the initial shots of Sinovac Biotech vaccine administered by Dr. Edwin Miraflor, officer-in-charge of the City Health Office, and Dr. Rosalie Deocampo, contact tracing cluster head, in a ceremonial vaccination against Covid-19 held at the Bacolod City Government Center on Friday (March 5, 2021). They were among the first six medical front-liners in Western Visayas inoculated against the virus.
(PNA photo by Nanette L. Guadalquiver)
BACOLOD CITY – Six medical front-liners in this city were the first to be inoculated against the coronavirus disease 2019 (Covid-19) in Western Visayas on Friday.
In a ceremonial vaccination held at the Bacolod Government Center, five doctors and a nurse received the initial doses of Sinovac Biotech vaccine, which were part of the 6,270 vials allocated by the Department of Health to two hospitals in the city that arrived just a couple of hours earlier at past 9 a.m.
City officials led by Mayor Evelio Leonardia and Vice Mayor El Cid Familiaran witnessed the historic event.
“It’s a great day for Negros and for Bacolod that the vaccines have finally arrived,” Dr. Miguel Sarabia, president of the Negros Occidental Medical Society, said after taking the first shot administered by Dr. Edwin Miraflor, officer-in-charge of the City Health Office.
“We know that vaccines are the most effective way to stop the Covid-19 pandemic and to stop future epidemics. With the vaccination today, we would like to show to the public that we, your doctors, believe that the vaccine is safe, that is good for our body to be vaccinated so that we can go ‘back to normal’ again,” he added.
Sarabia, an ophthalmologist, took the vaccine together with his wife Valerie Villarosa- Sarabia, who is a registered nurse.
“Why did I have myself vaccinated? I’m a front-liner, I’m 59 years old. I cannot guarantee safety for myself and my patients all the time. The Sinovac vaccine has a 100 percent safety rate for serious Covid-19. It is a very good vaccine, with 100 percent efficacy…This one is a new vaccine for a very deadly virus. We are glad to be the first people (in Bacolod) to receive this gift of life,” he added.
Also vaccinated were Dr. Hector Gayares Jr., chief executive officer of Adventist International Healthcare System Philippines and medical volunteer of Bacolod City Emergency Operations Center; Dr. Dolores Rommela Tiples-Ruiz, infectious diseases specialist and president of Philippine Society for Microbiology and Infectious Diseases-Negros Occidental Chapter; Dr. Radela Yvonne Ramos-Cortes, an allergologist; and Dr. Carlos Javier Primicias Jr., a pediatrician.
Gayares said he took Sinovac as protection against Covid-19 because “it is the safest for me”.
“It’s unattenuated. It’s a dead virus. It has maintained its spike protein. It does not interfere with any other mechanism in my body except to stimulate the immune system to produce anti-bodies. That’s the normal, traditional way of making vaccines and letting the vaccines work in you, and Sinovac used that kind of technology,” he added.
Tiples-Ruiz pointed out that if a person has a choice, the brand of vaccine would matter in deciding to be vaccinated.
“But remember, we have an increase in demand and supply is not enough for everybody. The more people that are inoculated as soon as possible the better. We need to see this as a collective effort to address the Covid-19 pandemic. The safety of the vaccines is assured and the efficacy helps us,” she said.
Ramos-Cortes said that in a way, the brand matters in choosing what vaccine to take, but in times of a pandemic, the choice would be to be vaccinated as early as possible, and anyone should grab the chance to be vaccinated.
“I have no hypertension and I don’t have diabetes so I’m really okay with Sinovac. I would go for it because it’s the first vaccine that’s available for me so I chose to take it,” she said. (PNA)",Philippines News Agency
83,https://www.pna.gov.ph/articles/1132721,"Getting vax is tribute to 'heroes of pandemic': DOH-7 exec
By John Rey Saavedra March 5, 2021, 5:24 pm
Share",John Rey Saavedra,"March 5, 2021, 5:24 pm","TRIBUTE TO PANDEMIC HEROES. Dr. Mary Jean Loreche shows her arm after being injected with the CoronaVac vaccine on Thursday (March 4, 2021) in a ceremony at the Vicente Sotto Memorial Medical Center. The DOH-7 chief pathologist and Covid-19 spokesperson offered her vaccine jab to her colleagues who have died while responding to the pandemic without the benefit of getting a dose of the vaccine for protection. (PNA photo by John Rey Saavedra)
CEBU CITY – The chief pathologist of the Department of Health (DOH) in Central Visayas has remembered the “fallen heroes” who died while fighting the coronavirus disease (2019) pandemic last year, as she stepped up as among the first healthcare workers who took the China-made CoronaVac jabs in Cebu.
“I want to offer this vaccination that I had yesterday (to my colleagues who died because of Covid-19). I wished they were still alive and they would have been part of this momentous moment,” DOH-7 chief pathologist Dr. Mary Jean Loreche told the Philippine News Agency (PNA) in an interview Friday.
Loreche, who also is the Covid-19 spokesperson in the region, said she remembered sending blood and convalescent plasma for Dr. Karen Senen, pediatrician-neonatologist of Philippine General Hospital (PGH) in Manila when the latter was admitted for the second time due to coronavirus.
Senen was admitted to the intensive care unit (ICU) after contracting Covid-19 while treating other coronavirus-positive patients in Manila.
“I don’t personally know her (Senen) but when she was readmitted the second time and they needed blood and convalescent plasma, I responded and sent to the University of the Philippines-PGH but sadly she didn’t make it,” Loreche said.
In Cebu, a couple who are both well-known physicians here also succumbed to Covid-19.
“It was doubly tragic for the family of Dr. Dennis Ramon Tudtud, one of the eight University of the Philippines alumni who fought and died in the frontlines of the war against the vicious viral adversary. Dr. Tudtud, a prominent Cebu City oncologist, succumb to the virus on March 31, four days after his wife, Dr. Helen Evangelista Tudtud, a pathologist at the Vicente Sotto Memorial Medical Center (VSMMC), expired after fighting the virus for 11 days,” an article published at the University of the Philippines’ (UP) website on April 4, 2020 said.
Loreche said she knew personally the Tudtud couple, saying they worked together for the same hospital in Region 10.
Dr. Dennis was a cancer specialist, Loreche said, adding that she handled his patients’ biopsies before treatment. The wife, Dr. Helen was also a pathologist like her.
UP also paid tribute to “eight UP alumni who fell in the frontlines of what has become a global war against the virus”.
“They died alone, with no relatives around to hold their hands as they breathed their last. Some still have to be buried, and others were cremated with no ceremony and no one to bid them goodbye,” the UP article read.
Loreche said she also considered her volunteering to the vaccination roll out to her family which she had not seen for quite a while due to the pandemic.
She also prodded other healthcare workers who refused to be vaccinated with the CoronaVac to remember their colleagues in the profession who died while taking the risk of serving the front-line without the benefit of getting a vaccine.
“And to my children, who patiently waits for my very rare visits in Manila as they understood my super busy work and my avoidance of exposing them to the virus. And to all of our colleagues in the front-lines, our families and countrymen, let’s be vaccinated and help save lives,” she said.
Loreche was among the five officials who took the first dose of CoronaVac in a ceremony at the VSMMC on Thursday.
Dr. Gerardo Aquino Jr., VSMMC’s chief of hospital, led them in the inoculation rollout and was recognized as the first medical front-liner who took the CoronaVac jab in the Visayas and Mindanao.
The doses that Loreche, Aquino, Inter-Agency Task for the Management of Emerging Infectious Diseases (IATF) deputy chief implementer Melquiades Feliciano, and two other hospital chiefs were part of the 7,200 doses sent from Manila to Cebu for inoculation of healthcare workers.
The 7,200 doses were taken from the 600,000 doses CoronaVac jabs donated by China to the Philippines. (PNA)",Philippines News Agency
